idx,tokens,text,sentiment,confidence
478,"['mom', '<gpe>', 'dire', 'need', 'manicure', 'new', 'hood', '<gpe>', '<org>', 'advice', 'inside', 'bright', 'pedicure', 'station', 'clean', 'new', 'lady', 'good', 'feeling', 'didnt', 'last', 'long', 'color', 'respective', 'technician', 'technician', 'nail', 'nice', 'talkative', 'inattentive', 'hand', 'arm', 'massage', 'minimal', 'shaping', 'polish', 'application', 'sloppy', 'thick', 'attempt', 'polish', 'cuticle', 'futile', 'actual', 'technique', 'strange', 'technician', 'nail', 'first', 'coat', 'mom', 'unison', 'bad', 'manicure', 'least', 'price', 'wasnt', 'exorbitant', '<money>', 'tip', 'service', 'ill', 'nail', 'shop', 'area', 'chance', 'next', 'time']","My Mom was up from Mississippi for Thanksgiving, and claimed to be in dire need of a manicure. I wanted to try somewhere in my new 'hood (Brighton Heights), so I turned to trusty Yelp for advice. Off to Star Nails we went. The inside was bright and tidy, the pedicure stations looked clean and newer, and the ladies were friendly. Unfortunately, the good feelings didn't last long. We each picked a color, and went to our respective technicians. The technician doing my nails as very nice and talkative, but just very inattentive to detail. I got no hand/arm massage, minimal shaping, and the polish application was exceptionally sloppy and thick. Her attempts to clean up the polish all over my cuticles were futile. Their actual technique was strange too, as both technicians had us dry our nails after the first coat was applied. My Mom and I left and almost in unison declared it to be the worst manicure we've gotten. At least the price wasn't exorbitant ($13 + tip each). Perhaps their other services are better, but I'll be giving the other nail shops in the area a chance next time.",0.0,0.9990277290344238
1850,"['someone', 'review', 'place', 'would', 'matter', 'background', '<gpe>', 'excellent', 'nail', 'salon', 'much', 'cheap', 'price', 'manicure', 'pedicure', 'expensive', '<gpe>', 'thats', 'different', 'path', 'venture', 'place', 'small', 'nail', 'polish', 'choice', '<money>', 'manicure', '<money>', 'pedicure', 'advice', 'nail', 'polish', '<org>', 'nail', 'polish', 'acetone', 'nail', 'polish', 'thin', 'way', 'cheap', 'new', 'nail', 'end', 'result', 'bubble', 'nail', 'less', '24', 'hour', 'one', 'nail', 'matter', 'bad', 'hot', 'water', 'manicure', 'pedicure', 'pure', 'cold', 'water', 'positive', 'thing', 'place', 'credit', 'card']","I wish someone had written a review for this place so that I would have not gone to it.  As a matter of background, I am originally from Los Angeles and have experienced some EXCELLENT nail salons there for much cheaper prices.  I don't know why manicures and pedicures are so expensive in Pittsburgh, but that's really a different path that I rather not venture into.  Anyway, this place is really small and they hardly have any nail polish choices.  It costs $15 for a manicure and $30 for a pedicure.  If you decide to go here, take my advice and take your own nail polish.  As for me, I picked out an OPI nail polish and they poured acetone in the nail polish to make it thinner!! I hate it when they do this, I guess its just their way of being cheap and not taking out a new nail polish.  The end result is that there are bubbles now on my nails and less than 24 hours later I just noticed that one of my nails has already chipped.  To make matters worse, their hot water was not working properly so they gave me my manicure and pedicure with pure COLD water.  The only positive thing I found about this place is that they accept credit cards.",0.0,0.9991753697395324
1853,"['bad', '<org>', 'manicure', 'lunch', 'break', 'quick', 'mani', 'woman', 'manicure', 'sure', 'type', 'sanitizer', 'instrument', 'thing', 'drawer', 'manicure', 'quick', 'thorough', 'nail', 'rush', 'polish', 'nail', 'hand', 'uv', 'dryer', 'top', 'coat', '<product>', '<product>', 'coat', 'nail', 'wouldnt', 'fine', 'entire', 'process', 'eyebrow', 'wax', 'would', 'process', 'uv', 'dryer', 'point', 'could', 'star', 'would']","By far the worst Shellac manicure I have ever had. I went down on my lunch break for a quick mani. First the woman rushed through my \""manicure.\"" I'm not sure they have any type of sanitizer for their instruments as she kept pulling things out of her drawer. The manicure was very quick and not at all thorough. Once she started to paint my nails she kept having to fix them because she was in a such a rush. She took off polish that was on the nail and then pushed my hand into the UV dryer. When she went to put the top coat on my Shellac she put the Foundation coat on 2 of my nails before she realized and wouldn't fix them saying they will be fine. During the entire process she did about 6 eyebrow waxes and then would forget where she was in my process. She also kept forgetting to turn on the UV dryer to the point where she walked away and I had to turn it on.\n\nDo not go here. If I could give it 0 stars I would.",0.0,0.9996793270111084
1877,"['one', 'positive', 'review', '600th', 'yelp', 'review', 'idve', 'nowni', 'pedicure', 'first', 'hint', 'old', 'crusty', 'polish', 'wall', 'essie', 'etc', 'whatever', 'color', 'dilapidated', 'pedicure', 'chair', 'bag', 'adjacent', 'tray', 'weight', 'use', 'razor', 'fine', 'thorough', 'scrubbing', 'callouses', 'tiny', 'little', 'threw', 'foot', 'water', 'ok', 'way', 'earth', '<money>', 'pedicure', 'right', 'heel', 'bad', 'nthen', 'nail', 'dryer', 'two', 'tiny', 'fan', 'foot', 'real', 'ten', 'minute', 'toe', 'dry', '<money>', '<money>', '<gpe>', 'im', 'could', 'legit', 'pedicure', 'home', 'lo', 'two', 'toe', 'polish', 'argh']","I mean...seriously? \nI should have known better given that it only had one positive review. My 600th yelp review, you think I'd've learned by now!\nI wandered in here looking for a pedicure. My first hint should have been the old crusty polishes on the walls - no Essie etc here. But whatever, I picked out my color and headed to the dilapidated pedicure chair. (I put my bag on the adjacent tray and it couldn't support the weight). They don't use razors here, which is fine, but I expected a thorough scrubbing of my callouses, and when she gave me a tiny little once over then unceremoniously threw my feet back into the water I thought to myself, OK there's no way on earth this is more than a $10 pedicure right? My heels still looked as bad as they did when I walked in. \nThen she painted my nails and sat me down at the \""dryer\"" which consisted of two tiny fans pointed at my feet. For real. I had to sit there for over ten minutes, she proclaimed my toes dry, then I paid - $25?!!!! For $25 in Boston where I'm from I could get a legit pedicure. I was dumbfounded. I paid, walked home, and lo and behold two of my toes already had smudged polish. ARGH!",0.0,0.9994611144065856
1878,"['poor', 'quality', 'shellac', 'manicure', 'nail', 'salon', 'afternoon', 'pleased', 'wait', 'friendly', 'customer', 'servicennhowever', 'manicure', 'terrible', 'like', 'nail', 'could', 'good', 'paint', 'clear', 'gel', 'underside', 'nail', 'less', 'im', 'paint', 'finger', 'nail', 'technician', 'female', 'didnt', 'cuticle', 'electric', 'file', 'nail', 'bed', 'guess', 'thats', 'cuticle', 'frill', 'hand', 'massage', 'moisturizer', 'cuticle', 'oil', 'anythingnni', '<money>', 'tipped', '<percent>', 'wishing', 'would', 'different', 'nail', 'technician', 'least', '25', 'minute', 'terrible', 'job']","I have been sitting here looking at the poor quality of my shellac manicure and I just had to write. I walked in to Kenny's nail salon this afternoon and was pleased that there wasn't a wait. They also provided very friendly customer service.\n\nHowever, my manicure looks terrible! It looks like I painted my nails myself, only even I could do better. The paint and clear gel is all over the underside of my nails and baked on, no less. I'm even finding paint on my fingers now. The nail technician, a female, didn't even touch my cuticles, but she did use an electric file to shave down the nail bed. I guess that's supposed to count for the cuticles? No frills, no hand massage, not even any moisturizer or cuticle oil or anything.\n\nI am horrified I was charged $25 and then I even tipped 20%. Now I'm wishing I would have asked them to start over, perhaps with a different nail technician. I won't be going back, however. At least I was in and out in 25 minutes. But what a terrible job.",0.0,0.9982529282569884
1881,"['bad', 'experience', 'nail', 'im', 'pretty', 'insane', 'man', 'nail', 'shaky', 'hand', 'time', 'nail', 'one', 'half', 'time', 'size', 'nail', 'bed', 'pink', 'white', 'white', 'uniform', 'among', 'nail', 'uniform', 'one', 'side', 'nail', 'nail', 'white', 'eight', 'inch', 'side', 'eighth', 'equipment', 'nail', 'unsanitary', 'dirty', 'cup', 'negative', 'experience', 'wrong', 'man', 'listen', 'nail', 'third', 'time', '<money>', 'salon', 'different', 'technician', 'tomorrow', 'mistake']","The worst experience ever. I have never complained about my nails bc im pretty laid back but this was insane. The man that was doing my nails had an incredibly shaky hands, cut me more times than I can count, and have the nails literally one and a half times the size of my nail beds. I got pink and white and the white was not uniform among any of the nails and usually wasn't even uniform from one side of the nail to the other . . On 1 of my nails the white was 3 eights of an inch on 1 side and 1 eighth on the other. The equipment to scrub the nails was unsanitary and in a dirty cup. I have never had such a negative experience anywhere and I kept trying to explain what was wrong to the man and he just wouldn't listen. He did not smooth down any of the nails until the third time I complained about it. I spent $85 at the salon and have to go and get them redone by a different technician tomorrow because I don't even trust them to redo their mistakes",0.0,0.9993202686309814
4300,"['coupon', 'free', 'haircut', 'mani', 'free', 'twostar', 'reviewnnthe', 'haircutn', 'wayafter', 'home', 'happy', 'girl', 'thanks', 'hair', 'thats', 'easy', 'fancy', 'easy', 'use', 'product', 'heat', 'thanks', 'though', 'quite', 'long', 'somehow', 'wash', 'wear', 'wave', 'frizzy', 'stuff', 'hot', 'mess', 'combination', 'gel', 'spray', 'hair', 'dry', 'mani', 'overall', 'haircut', 'style', 'starsnnthe', 'mani', 'average', 'rating', 'visit', 'id', 'one', 'star', 'havent', 'lot', 'half', 'dozen', 'time', 'fancy', 'eventsbut', 'bad', 'one', 'dirty', 'mani', 'station', 'different', 'girl', 'nail', 'towel', 'girl', 'large', 'brown', 'stain', 'bleach', 'stain', 'girl', 'two', 'finger', 'cuticle', 'one', 'bit', 'like', 'black', 'friday', 'shopping', 'plan', 'big', 'mani', 'station', 'salon', 'would', 'restroom', 'middle', 'mani', 'um', 'nail', 'im', 'guessing', 'isnt', 'normal', 'bad', 'mani', 'polish', 'wasnt', 'within', 'line', 'sit', 'weird', 'corner', 'nail', 'shes', 'stylist', 'starnnthe', 'stylist', 'didnt', 'couple', 'minute', 'receptionist', 'stylist', 'smock', 'wet', 'hair', 'nail', 'since', 'appointment', 'particular', 'afternoon', 'big', 'event', 'like', 'sucker', '<percent>', 'service', 'tip', 'little', 'envelope', 'nail', 'didnt', 'tip', 'leftnnsummary', 'free', 'isnt', 'great', 'home', 'hair', 'nail', 'polish']","Let me start by saying I was given a coupon for a free haircut and mani.  You have to really let me down with free to get a two-star review.\n\nTHE HAIRCUT.\n Let's put it this way--after I went home and re-washed and re-styled it, I was really happy with it.  I really liked the girl I had.  I thought that she cut it just how I wanted.  But then she asked if I wanted her to straighten it, and I said no thanks because I have wavy hair that's pretty easy to make fancy (read: easy as in I don't use products or heat almost ever, thanks) even though it's quite long.  Somehow, she made my wash 'n wear waves into a frizzy stuff hot mess with some combination of gels and spray.  Then, she told me she was going to dry my hair to 90% dry before sending me to the mani and then check on me later.  Okayyyyyy.  Overall, haircut & style = 3 stars.\n\nTHE MANI\nThis mani brought down the average rating of my visit as I'd give it one star.  I haven't gotten a lot of manis--maybe a half dozen times for fancy events--but I know a bad one.  It was freaking dirty at the mani station where a different girl did my nails.  The towel the girl put out had large brown stains on it!  Seriously, get some bleach.  Then I figured out what the stains were...the girl made me bleed on two fingers while cutting my cuticles.  One bled quite a bit.  But she just pretended like it wasn't happening and continued to chatter on about Black Friday shopping and her plan to score big.  Had the mani station not been in the very back of the salon, I would have ran away when--this is true--she got up to use the restroom in the middle of mani.  Um, I usually do my own nails, but I'm guessing this isn't normal.  As if she were aiming for the worst mani ever, the polish wasn't even within the lines at all.  Then, she had me sit around in a weird corner while my nails cured and said she's get the stylist.  Mani = 1 star.\n\nThe stylist didn't come back after a couple minutes.  When I asked the receptionist where the stylist was, she didn't know.  I just wanted to get out of there.  So I took off the smock and left with wet hair and nails.  I was pretty bummed since I had specifically scheduled the appointment on that particular afternoon because I had a big event that evening.\n\nI actually felt like a sucker tipping at more than 20% for these services.  But I had put the tips in the little envelopes before I got my nails done and I didn't want to wait for them to dry to decrease the tip.  So I tipped and left.\n\nSummary: Free isn't great when you have to go home and immediately wash your hair and remove the nail polish.",0.0,0.9987273812294006
4756,"['bad', 'nail', 'salon', 'mistake', '<org>', 'mani', 'pedi', 'without', 'research', 'smart', 'move', 'part', 'place', 'dusty', 'ac', 'like', '90', 'degree', 'day', 'inside', 'outside', 'manicurist', 'chatty', 'nice', 'one', 'star', 'didnt', 'lotion', 'hand', 'clean', 'nail', 'polish', 'top', 'coat', 'part', 'thick', 'chunky', 'uneven', 'nnwhen', 'hand', 'dryer', 'remedy', 'wait', 'finger', 'blot', 'saliva', 'polish', 'shock', 'unable', 'nnmaybe', 'folk', '<fac>', 'kind', 'vibe', 'within', 'city', 'next', 'time', 'like', 'bad', 'scene']","Worst nail salon ever. \n\nI made the mistake of buying a Groupon for a mani/pedi here without really doing any research. Not a smart move on my part. The place was totally dusty and there was no AC. Being that it was like 90 degrees that day, it was hotter inside than outside. The manicurist, who was very chatty and nice enough for one star, didn't put any lotion on my hands, or clean my nails at all-- just quickly filed them and slopped on the polish. The top coat gathered in some parts and made it look thick and chunky- completely uneven. \n\nWhen I stuck my hand in the dryer, I accidently bumped and smudged a nail.....and her remedy (wait for it...) was to LICK HER FINGER AND BLOT HER SALIVA OVER THE POLISH. I just kinda stared at her in shock, unable to speak. \n\nMaybe folks in Castle Shannon are into this kind of vibe, but I will continue to stay within city limits the next time I feel like endulging. It was just a bad scene.",0.0,0.9997501969337464
4757,"['everything', 'pedi', 'ok', 'except', 'part', '12', 'hour', 'shoe', 'polish', 'smudged', 'thick', 'would', 'nnas', 'nail', 'man', 'way', 'thick', 'itll', 'dry', 'didnt', 'anything', 'super', 'topcoat', 'would', 'impossible', 'possible', 'well', 'polish', 'tacky', 'downright', 'wet', 'hour', 'goop', 'wish', '<money>', '<org>', '<money>', 'tip']","Everything about the pedi was ok except the polishing part.  12 hours later I had to wear shoes, and the polish smudged because it was slopped on so thick it never would have dried. \n\nAs she was polishing my nails, I was thinking, \""Man, that is way too thick!  It'll never dry!\"", but I didn't say anything because I thought maybe she had some super topcoat that would make the impossible possible.  Well, she didn't, and the polish stayed not just tacky, but downright WET for 4 hours, before I finally just SCRAPED the goop off and painted them myself.  \n\nI will never be back, and wish I had saved my $30 (I had a Groupon) and my $15 tip.  Should have just done them myself.",0.0,0.9987466335296632
5176,"['nail', 'salon', 'mani', 'pedi', 'im', 'happy', '<org>', 'manicure', 'pedicure', 'time', 'long', 'massage', 'paraffin', 'pedicure', 'extra', 'charge', 'place', 'great', 'service', 'super', 'friendly']","I recently moved to Charlotte and I was looking for a nail salon to get a mani and pedi. I'm so happy I stopped at Lefi. I loved, loved the manicure and pedicure they gave me. They took their time and gave me the longest and best massages. The also add paraffin to their pedicure for no extra charge. I will definitely recommend this place, not only they give great service but they are super friendly.",1.0,0.9997803568840028
