idx,tokens,text,sentiment,confidence
30136,"['<org>', 'one', 'favorite', 'place', 'though', 'many', 'amazing', 'dish', 'favorite', 'pulled', 'pork', 'sandwich', 'onion', 'ring', 'fantastic', 'restaurant', 'year', 'area', 'many', 'customer', 'friend', 'lunch', 'real', 'home', 'meal', 'price', 'would', 'food', 'staff', 'courteous', 'remembers', 'thats', 'important', 'business', '<org>', 'two', 'thumb']","Peppersauce Cafe is one of my favorite places to eat. Though there are many amazing dishes here, my favorite is the pulled pork sandwich. It is topped with onion rings and is FANTASTIC!. I discovered this restaurant about 3 years ago when I was working in the area. I have taken many customers and friends there for lunch. It's a real home cooked meal for just over the price of what you would get fast food. The staff is courteous and remembers who you are. I think that's important for businesses.  Anyhow, Peppersauce gets two thumbs up from me!",1.0,0.9996731281280518
102182,"['layout', 'friendly', 'staff', 'helpful', 'dont', 'anything', 'bad', 'vegan', 'free', 'health', 'freak', 'die', 'hard', 'goat', 'cheese', 'lover', 'dish', 'perfect', 'place', 'birthday', 'brunch', 'baby', 'date', 'wife', 'nothing', 'bad', 'review', 'question', 'anyone', 'staff', 'peaceful', 'loud', 'like', '<fac>', 'old', 'town', 'drink', 'hot', 'day']","I love coming here. I love the layout. It's very friendly staff is always helpful. I don't have anything bad to say. If your vegan or gluten  free or health freak you love it here. I'm a die hard goat cheese lover and they do amazing dishes. Perfect place for birthdays/brunch/baby shower/ a date for wife or girlfriend. Lastly because I have nothing bad to and read some reviews, it's not overrated or over priced, if you have questions anyone of the staff will help, and it's peaceful and not loud and over crowed like Scottsdale road in old town.  They refill your drinks on hot days too.",1.0,0.9994623064994812
105872,"['ok', '<person>', 'less', 'star', 'visit', 'location', 'year', 'town', 'might', 'last', 'time', 'favorite', '<product>', 'salad', 'cornbread', 'tho', 'rib', 'chicken', 'outstanding', 'small', 'takeout', 'order', 'one', 'night', 'pricetag', '<money>', 'salad', 'cornbread', 'though', 'taste', 'good', 'year', 'past', 'order', 'top', '<money>', 'good', 'food', 'price', 'increase', 'many', 'great', 'place', 'area', 'next', 'time', 'nnthanks', 'memory']","OK, I never thought I'd be giving Bandera less than 4 stars, but here I am.\nWe visit this location every year when we are in town, and this might be our last time. Our favorites are the Macho salad and cornbread (tho ribs and chicken are outstanding as well). We had a small takeout order one night, and I was shocked at the pricetag ... $17 for my salad ... WHAT? The cornbread seemed to have shrunk as well (though still more than enough) - and it didn't taste as good as it has in years past. Maybe just our order, but on top of my million dollar salad, it added to the disappointment.\n\nStill good food, but with price increases, there are so many other great places in the area, we will now be checking them out vs. coming here next time ...\n\nThanks for the memories ....",0.0,0.9981630444526672
115293,"['great', 'place', 'glad', 'around', 'corner', '<org>', 'south', 'tempeni', 'time', 'around', 'corner', 'old', 'location', '<fac>', 'company', 'glad', 'nnawesome', 'food', 'great', 'service', 'young', 'nice', 'staffnnthe', 'highlight', 'men', 'great', 'service', 'staff', 'polite', 'food', 'excellent', 'price', 'good', 'portion', 'egg', 'drop', '<money>', 'hot', 'doesnt', 'much', 'sodium', 'asian', 'placesn', '<product>', 'great', 'flavor', 'saucy', '<product>', 'smoky', 'flavor', 'allday', 'curry', '<gpe>', 'good', 'chicken', 'beef', 'side', 'brown', 'rice', 'local', 'thai', 'restaurant', '<product>', 'nnoverall', 'glad', 'quality', 'food', 'great', 'service']","Great place! Glad I moved around the corner from Tott's in South Tempe.\nI used to go to Tott's all of the time when I worked around the corner from their old location on Guadalupe/McClintock. When our company moved, I stopped going so I am glad I found them again! \n\nAwesome Food and Great Service! Young has always been really nice and so has the other staff.\n\nThe Highlights for me:\n- Great Service! The staff has always been really polite and friendly\n- The food is always Excellent and the price is really good for the portion you get. \n- Egg Drop Soup (only $2) - Always Piping hot and doesn't have nearly as much Sodium as other Asian places.\n- Kung Pao Chicken - Great flavors, not too saucy and the Chili Peppers have a smoky flavor that I can probably pop them on its own all-day long. \n- The Curries - Bangkok & Singapore are really good! I usually get the Chicken or Beef and a side of brown rice. Much better then the local Thai restaurants who serve Curries. \n\nOverall, Glad I found them again and Keep banging out Quality food and great service!",1.0,0.9987210631370544
212700,"['like', 'didnt', 'place', 'macncheese', 'bland', 'thats', 'beef', 'brisket', 'sandwich', 'corn', 'beef', 'delicious', 'nnduring', 'dinner', 'place', 'super', 'casual', 'environment', 'cafeteria', 'style', 'imagine', 'large', 'family', 'small', 'child', 'bright', 'side', '<org>', 'tractor', 'kid', 'super', 'interested', 'place', 'although', 'popular', 'appropriate', 'lunch', 'dinner']","First of all, I feel like I need to explain why I didn't give this place 5 stars. The mac'n'cheese was bland. That's all. I had the beef brisket sandwich with corn and mac'n'cheese. The beef was delicious, nearly falling apart on it's own. \n\nDuring dinner we were discussing how to rank this place. It's a super casual environment with ordering done cafeteria style which I imagine to be cumbersome with large families or those with smaller children. On the bright side, there's a John Deere tractor in there, so the kids were all super interested in that. I highly recommend this place although I feel it's probably more popular/appropriate for lunch instead of dinner.",1.0,0.9931393265724182
326839,"['place', 'standard', 'sport', 'bar', 'fare', '95', 'degree', '<gpe>', 'lunch', 'im', 'bit', 'curve', 'thats', 'best', 'food', 'hot', 'daynni', 'work', 'across', 'street', '<org>', 'feel', 'like', 'convenient', 'clean', 'inside', 'good', 'space', 'great', 'game', 'right', 'itnni', 'sauce', 'choice', 'wing', 'ton', 'flavor', 'couple', 'wing', 'decent', 'size', 'meaty', 'like', 'wet', 'nap', 'im', 'general', 'tsos', 'wing', '<product>', 'parmesan', 'garlic', '<org>', 'okaynnalso', '<gpe>', 'thing', 'tater', 'tot', 'meal', 'small', 'side', 'crispy', 'something', 'tater', 'tot', '10', 'year', 'busy', 'true', 'feel']","I enjoyed this place... It has the standard sports bar fare, but it was around 95 degrees in Pittsburgh when I popped in for lunch, so I'm grading on a bit of a curve as that's not the best food on such a hot day.\n\nI was doing some work across the street at PNC, and didn't feel like rolling back downtown, so this seemed convenient. Seemed clean inside, with good space. It's probably great during a game or right before it.\n\nI did enjoy the sauce choices for wings. A ton of flavors, and a couple I hadn't seen yet. The wings were decent size, and meaty. I like sauce all over the wing, not dried on. I want to use wet naps when I'm done, and I had to here. I ordered the General Tso's wings and Parmesan Garlic. LOVED the parmesan garlic. General Tso's were okay.\n\nAlso loving this Pittsburgh thing of serving tater tots with every meal. Had a small side of those, and they were so awesomely crispy. Something about tater tots just take me back to being 10 years old.\n\nI want to come in here when it's busy sometimes to get the true feel, but they key is - I want to go back.",1.0,0.9990360736846924
341508,"['youre', 'food', 'dont', 'food', 'must', 'framework', 'ive', 'eaten', '<org>', '<gpe>', 'martini', '<org>', 'central', 'park', 'south', '<gpe>', 'appreciate', '<org>', '<gpe>', 'fine', 'food', 'good', 'food', 'anything', 'less', 'bar', 'sat', 'bar', 'kitchen', 'without', 'fail', 'dish', 'dish', 'heating', 'plate', 'food', 'hot', 'kitchen', 'atmosphere', 'loud', 'casual', 'energetic', 'small', 'drinksnthe', 'drink', 'yummy', 'special', 'mojitos', 'maple', 'donennwe', 'lot', 'foie', 'gras', 'various', 'form', 'tender', 'hand', 'bread', 'perfect', 'outside', 'crackle', 'recommendation', 'sous', 'chef', 'halibut', 'dinner', 'rich', 'saucennthe', 'food', 'rich', 'decadent', 'worth', 'nnone', 'best', 'meal', 'place', 'one', 'place', '<gpe>']","If you're not into food. Don't go here. If you adore food, you must eat here now!\n\nSome framework: I've eaten at L'espalier in Boston, love martini's at the Ritz in Central Park South NYC and appreciate Buffs Pub in Newton, MA. It doesn't always need to be fine food, but it needs to be good food and cooked properly. Anything less- send it back and leave...ok....\n\nTHE BAR AND KITCHEN\nWe sat at the bar (as requested). Overlooking the kitchen. Watching them prepare, without fail, dish after dish. Heating every plate, food going out STEAMING hot. Kitchen moving fast and efficient. It is a well run kitchen.\n\nATMOSPHERE\nThe atmosphere is loud and casual. it's energetic and fun. It's small and tight.\n\nFOOD AND DRINKS\nThe drinks were yummy. We ordered the specials, mojitos and maple daqueris. Finely done.\n\nWe ordered lots of foie gras in various forms. It was cooked to perfection. Tender. The hand made bread= amazing! Perfect outside crackle to it. Dense. Perfect.\n\nAt the recommendation of the sous chef, we had the halibut for dinner, which was cooked to perfection. Rich sauce.\n\nThe food is rich and decadent, but absolutely worth it. \n\nOne of the best meals I have EVER eaten. I highly recommend this place. 100%. If you have ONE place to go in Montreal. This is it! :)",1.0,0.9995662569999696
391863,"['cafu00e9', 'vettro', '<gpe>', '24hour', 'restaurant', 'one', 'option', 'dinner', '2am', 'sure', 'carbs', 'race', '14', 'hour', 'dont', 'half', 'mile', '40', 'degree', '30mph', 'bad', 'service', 'hit', 'miss', 'food', 'little', 'overpriced', 'underflavored', '<org>', '<org>', 'last', 'night', '<org>', 'one', 'restaurant', '<gpe>', 'like', 'plate', 'plate', 'pancakesnnthe', 'burger', 'wasnt', 'bad', 'juicy', 'fresh', 'pancakes', 'werent', 'bad', 'little', 'rubbery', 'overall', 'best', 'part', 'place', 'though', 'word', 'youre', 'club', 'open', 'youll', 'hear', 'full', 'volume', 'everything', 'playing', 'bass', 'didnt', 'though', 'people', 'would']","Caf\u00e9 Vettro is Aria's 24-hour restaurant, and one of the only options when you realize you need dinner at 2am, want to make sure it includes carbs for the race in 14 hours, and don't want to walk more than half a mile in the 40 degree, 30mph winds. It's not bad, but... the service is diner-like, so hit or miss, and the food is a little overpriced and under-flavored. Unfortunately, we didn't find The Cosmopolitan's The Henry until our last night there, so we did end up at Vettro once. This is one of the only restaurants that we ate in while in Vegas and actually felt like tourists.\n\nHis plate: burger\n\nHer plate: banana pancakes\n\nThe burger wasn't bad - it just wasn't amazing or juicy or really fresh. The pancakes weren't bad - but they were a little rubbery. Overall, the best part of this place is the people-watching. Though, a word of warning - if you're here while the club is open, you'll hear (at almost full volume) everything that it's playing, and feel the bass. This didn't bother us, though I know quite a few people that would find it annoying.",0.0,0.9852927327156068
425567,"['idea', 'place', 'ive', '<fac>', 'would', 'downstairs', '<org>', 'time', 'time', 'nnthe', 'smoothy', 'tasty', 'healthy', 'like', 'sugarnnthe', 'salad', 'nice', 'dressing', 'side', 'chicken', 'moist', 'juicy', 'like', 'chickennnmy', 'service', 'touch', 'slow', 'star', 'fault', 'understaffed', '<product>', 'building', 'nnall', 'allgood', 'time', 'good', 'food']","I have no idea who runs this place, but I've never been disappointed.\n\nI used to work in the Galleria Corporate Center, and would come downstairs to visit Conmigo from time to time. \n\nThe smoothies are tasty. Not necessarily the healthiest. I feel like they are packed with sugar.\n\nThe salads are nice. When you ask for the dressing on the side, they happily oblige. The chicken is moist, and juicy. Like a nice....piece of chicken.\n\nMy only gripe...is the service can be a touch slow. I didn't knock them down any stars for this because it's not their fault for being understaffed. There needs to be another Conmigo in the building. \n\nAll in all....good times, good food.",1.0,0.999061405658722
455815,"['id', 'place', 'unlike', 'lot', 'place', 'though', '<fac>', 'bit', 'amazing', 'id', 'concept', 'simple', 'tasty', 'food', 'thats', 'bikini', 'use', 'seasonal', 'ingredient', 'source', 'good', 'money', 'food', 'fresh', 'list', 'ingredient', 'moment', 'courgette', 'wood', 'pigeon', 'courgette', 'artichoke', 'menu', 'time', 'good', 'like', 'vegetarian', 'veggie', 'dish', 'lunch', 'menu', 'good', 'principle', 'order', 'one', 'main', 'course', 'broccoli', 'risotto', 'watercress', 'almond', 'good', 'decision', 'youre', 'meatier', 'mood', 'friend', 'pork', 'fillet', 'caramelised', 'apple', 'mash', 'needless', 'bit', 'cant', 'decide', 'whose', 'good', 'lunch', 'youll', 'pay', '<money>', 'two', 'course', '<money>', 'three', 'whichever', 'one', 'youll', 'feel', 'like']","I'd read about this place and was really excited about trying it out. Unlike a lot of places though, Pickled Green was every bit as amazing as I'd thought it was going to be. The concept is simple: tasty food that's both bikini and wallet-friendly. What's not to love?!\n\nThey only use seasonal ingredients which they can source locally, which explains the good vlue for money and also why the food is always really fresh. They have a list of these ingredients when you go in - at the moment it's courgettes, samphire, wood pigeon, courgettes and artichokes, but it means that the menu is changing all the time. This is particularly good if, like me, you plan to be heading back here very soon.\n\nI'm not a vegetarian, but some of the veggie dishes on their lunch menu when I was there looked so good that I had to go against all my principles and order one. For my main course I went for the Broccoli Risotto with Watercress and Toasted Almonds, and it was definitely a good decision. If you're in a meatier mood, my friend had a pork fillet with caramelised apples and champ mash. Needless to say, I pinched a bit, and I still can't decide whose was the better choice.\n\nFor their lunch menu, you'll pay \u00a310 for two courses or \u00a312.50 for three... Whichever one you go for, you'll feel like you robbed them.",1.0,0.9927728772163392
