idx,tokens,text,sentiment,confidence
23851,"['<org>', 'review', 'year', 'nni', 'place', 'place', 'recollection', 'much', 'would', 'place', 'nnfind', 'place', 'food', 'frozen', 'aisle', 'microwave', 'transfer', 'onto', 'plate', 'voila', 'course', 'youll', 'remember', 'plastic', 'film']","Yelp alerted me that I have a review to complete, from nearly 2 years ago. \n\nI remember how I felt about this place back then, and still feel strongly about this place now. Recollections of how much I would not like to return to this place again. \n\nFind a place that serves Cuban-inspired food, or if there is a frozen aisle that does, heat it up in a microwave, transfer it onto a plate, and voila! Of course you'll remember to remove that non-microwaveable plastic film that Havana overlooked.",1.0,0.9024487137794496
42231,"['million', 'sad', 'husband', 'town', 'opportunity', 'whim', 'would', 'would', 'working', 'stove', 'microwave', 'everything', 'cold', 'except', 'bean', 'little', 'campfire', 'warmnnthe', 'taco', 'shell', 'enchilada', 'sauce', 'necessary', 'lettuce', 'barrier', 'two', 'like', 'time', 'ago', 'taco', 'meat', 'cheese', 'enchilada', 'cold', 'consistency', 'since', 'rice', 'dont', 'hour', 'one', 'table', 'thing', 'food', 'takeout', 'order', 'second', 'star', 'becausei', 'know', 'disappointment', 'long']",":( A million sad faces for me.  My husband was out of town, so that was an opportunity for me to stop by on a whim.  I was convinced I would love it, and maybe  I would have had Los Favoritos had a working stove, or hell, even a microwave.  Everything was cold, except the beans oddly enough.  Maybe they had a little campfire going to keep those warm.\n\nThe taco shell was saturated in enchilada sauce because they failed to employ the necessary lettuce barrier between the two.  And it was chewy, like it had been fried some time ago.  The taco meat was cold.  The cheese enchilada was cold.  It had the consistency of once having been melted, but since re-solidified.  And the rice, well, I don't even remember.\n\nI don't get it.  It was off hours, and there was only one other table in there.  The only thing I can think of was that the food had been made earlier and never served.  Maybe they were waiting for a take-out order to pass it off.  Only giving a second star because...I don't even know why.  I just don't want to relive the disappointment any longer.",0.0,0.9995502829551696
52778,"['experience', 'place', 'dead', 'indicator', 'employee', 'order', 'monotone', 'thats', 'friend', 'beef', 'teriyaki', 'bowl', 'plate', 'vegetable', 'noodle', 'chicken', 'gristle', 'entire', 'dish', 'bland', 'friend', 'plate', 'rice', 'ratio', 'tad', '<money>', 'total', 'would', 'something', 'typical', 'sandwich', 'home', 'slight', 'idea', 'place', 'open', 'trust', '<org>', 'microwaveable', 'teriyaki', 'bowl', 'like', '<money>', 'billion', 'time', 'place', '<org>', 'like', 'fine', 'dinning']","This was and experience.  First off the place was dead, which should have been an indicator for us to leave.  The employee who took our order was extremely monotone.  I ordered a yakisobe (if thats how you spell it) and my friend ordered a beef teriyaki bowl.  My plate was basically all vegetables, little to no noodles.  The chicken was mostly gristle and the entire dish was very bland.  My friend's plate was also very bland.  He felt that the rice to beef ratio was extremely off.  It was a tad under $20 total for the both of us.  We wish we would have stuck to a something more typical or had made a sandwich at home.  I havent the slightest of ideas as to how this place is still open.  Trust me if you are thinking of eating here you should just go to costco and buy some of those microwaveable teriyaki bowls.  You get like 8 for $15 and they are a billion times better.  This place made Panda Express seem like fine dinning.",0.0,0.9996691942214966
74365,"['farm', 'basket', 'towards', 'warm', 'chicken', 'family', 'chicken', 'dinner', 'day', 'day', 'microwave', 'ive', 'mistake', 'leftover', 'chicken', 'microwave', 'reheat', 'job', 'thick', 'soggy', 'coat', 'piece', 'fried', 'chicken', 'greasy', 'mess', 'one', 'wet', 'piece', 'thick', 'soggyand', 'tasteless', 'comic', 'relief', 'inside', 'meat', 'dry', 'bad', 'piece', 'fried', 'chicken', 'dare', 'elementary', 'school', 'cafeteria', 'could', 'bad', 'girlfriend', 'wow', 'badnnto', 'elaborate', 'rest', 'mealnnthe', 'roll', 'freshnthe', 'cole', 'slaw', 'dry', 'tastelessnthe', 'fry', 'ive', 'potato', 'chinese', 'buffetnni', 'could', 'yelp', 'without', 'onestar', 'rating', 'soft', 'spot', 'business', 'owner', 'touch', 'across', 'counter', 'ridiculousnni', 'might', 'fried', 'chicken', 'joint', 'year', 'option', '<org>', '<org>', '<org>', 'anyone', 'beyond', 'would', 'someone', 'place', 'star', 'could', 'compliment', 'level']","Farm Basket? After eating here I thought I was headed towards a warm casket.\n\nThe fried chicken in the \""family fried chicken dinner\"" I had was absolutely fried a day (or days) earlier and then thrown in the microwave. I've made the mistake of reheating leftover fried chicken in the microwave before and this was a reheat job. Never have I had such a thick, soggy coat of breading on a piece of fried chicken that slid off in a greasy mess in one wet disgusting piece. Thick and soggy...and tasteless! -And for comic relief, inside the meat was dry. Just the worst piece of fried chicken I ever had. I dare you to find an elementary school cafeteria that could produce worse. Even my girlfriend agreed, \""wow, this is bad\"".\n\nTo elaborate on the rest of the meal...\n\nThe rolls were not fresh\nThe cole slaw was dry and tasteless\nThe fries were INSANELY over-salted\n\n...and I've had better mashed potatoes lunchtime at a Chinese buffet.\n\nI really hoped I could go far on yelp without tossing out a one-star rating (as I have a soft spot for business owners) but to be this out of touch with what you are handing out across the counter is ridiculous.\n\nI might eat at a fried chicken joint twice a year, but with options such as Popeye's, KFC and Church's everywhere...how anyone can justify coming here is beyond me. \n\nI would love to dine with someone who gave this place 3 or more stars just to see how they could possibly feign a compliment on any level.",0.0,0.9997411370277404
129763,"['much', 'despite', 'commercial', '<product>', 'stop', 'laughing', 'lettuce', 'lemon', 'pepper', 'sauce', 'one', 'tomato', 'poor', 'bastard', 'best', 'pile', 'lettuce', 'use', 'kind', 'salad', 'one', 'tomato', 'would', 'tomato', 'point', 'carrot', 'stick', 'whole', 'carrot', 'shaving', 'would', 'finennat', 'least', 'good', 'laugh', 'meal', '<org>']","You don't expect much when you go to Wendy's, despite what their commercials tell you however when I ordered the Caesar Salad I couldn't stop laughing, I wish I was joking but it was lettuce, lemon pepper sauce, and one tomato. \n\nThat poor bastard. That lonely tomato. He tried his best to hide under the pile of lettuce but it was no use. What kind of salad has one tomato. I would almost prefer no tomatoes by that point. You couldn't throw in some carrot sticks. I don't even need whole carrots, just some shavings would have been fine.\n\nAt least I got a good laugh for my meal at Wendy's.",0.0,0.9631509780883788
183325,"['dear', 'ownersnnwhat', 'hell', 'kind', 'place', 'damn', 'mind', '<org>', 'bunch', 'prestigious', 'restaurant', 'nncan', 'crap', 'arm', 'leg', 'nnthe', 'american', 'breakfast', '<money>', 'size', 'food', 'like', 'microwave', 'like', 'chef', 'grocery', 'store', '<product>', 'nnservice', 'horrible', 'food', 'thats', 'cold', 'sure', 'guess', 'time', 'microwave', 'hot', 'light']","Dear Owners,\n\nWhat the hell kind of place is this? Have you lost your damn minds? You guys supposedly own China Grill and a bunch of other prestigious restaurants.  \n\nCan you please explain what you are trying to accomplish by serving me crap and charging an arm and a leg for it? \n\nThe American breakfast here is $16. Between the serving size and the food tasting like it came out of a microwave, I felt like the chef went out to a grocery store and served me a Lean Cuisine.  \n\nService is horrible.  For food that's comes out cold, it sure takes a while to arrive.  I guess it's time for them to upgrade their microwaves and hot lights.",0.0,0.999455988407135
190059,"['place', 'pretty', 'cool', 'food', 'suck', '<money>', 'popcorn', 'shrimp', 'cold', 'like', '<org>', '<money>', 'potato', 'instant', 'friend', 'steak', 'long', 'shot', '<money>', 'decent', 'item', 'tomato', 'soup', 'would', 'hard', 'way', 'chef', 'main', 'kitchen', 'equipment', 'microwave', '<org>', 'food', 'experience', 'whole', 'way', '<product>', 'expensive', 'therefore']",The place looks pretty cool but the food sucks.  My $19 popcorn shrimp was cold and looked like it came from Popeyes Chicken.  Then there was the $12 mashed potatoes that were definitely instant.  My friend had the steak and it was overcooked by a long shot at $52.  The only decent item was the tomato soup.  I would not find out the hard way that the chef's main kitchen equipment is probably a microwave.  The Bellagio food experience as a whole was this way but Fix was the most expensive therefore it bothered me the most.,0.0,0.9975211024284364
262059,"['quick', 'one', '<org>', 'ok', 'little', 'slow', 'right', 'front', 'one', 'anything', 'special', 'yeah', '<org>', 'advice', 'microwave', 'effect', 'actual', 'meat', 'ask', 'cheese', 'buck', 'least', 'work']","Here's a quick one.  Burger King? Ok.. Drive-thru? A little slow. Flame-broiled? Sometimes. Microwaved? Right in front of you. Napkins? Just one. Anything special? Yeah, its on Cheyenne & Rainbow.\n\nHere's some advice, to avoid the microwave effect and get actual flame-broiled meat, ask for no cheese. On the buck doubles at least. Works everytime for me!",0.0,0.9973751306533812
283468,"['<org>', 'tonight', 'dinner', 'coworker', 'next', 'kitchen', 'full', 'unfettered', 'view', 'kitchen', 'server', 'friendly', 'prompt', 'chip', 'salsa', 'good', 'usual', '<org>', 'amber', 'tap', 'crisp', 'food', 'preparation', 'process', 'nothing', 'fresh', 'dish', 'container', 'piece', 'meal', 'order', 'various', 'container', 'assemble', 'plate', 'plastic', 'lid', 'microwave', 'bank', 'food', 'warm', 'case', 'refrigerator', 'cold', 'sorry', 'dont', 'fair', '<money>', 'taco', 'single', 'entree', 'line', 'like', 'could', 'perfect', 'detail', 'lid', 'worker', 'food', 'plate', 'plate', 'several', 'entree', 'sat', 'microwave', 'second', 'reheating', 'wont', 'hell', '<org>', 'food', 'least', 'kept', 'warm', 'hot', 'fresh', 'much']","Re-visited Pasqual's tonight for dinner with a co-worker, and we were seated next to the kitchen, where we had a full, un-fettered view of the kitchen works.\n\nOur server was friendly and prompt; chips and salsa were good, as usual.  A Dos Equis Amber (from the tap) was crisp and fresh.\n\nWhat bothered me was watching the food preparation process. Nothing is made fresh.  They have chafing dishes and refrigerated containers that contain all of the \""pieces\"" of your meal.  \n\nDepending on your order, they scoop from various containers, assemble, plate, and then cover with a plastic lid.  From there, it's into a microwave - they have a bank of them - where your food is nuked until warm.  Or, in my case, until it's still refrigerator cold in the middle...\n\nI'm sorry, but I don't feel it's fair to pay $10 for 2 tacos that are improperly microwaved... \n\nI watched as *every single* entree was processed through the assembly line like this.  I could describe to you in perfect detail the steel-grey microwaves, the greyish-colored lids, and the workers that were cranking out the reheated food plate after plate... I saw several entrees that had sat too long after being nuked go back into the microwave for a second reheating before being presented to diners.\n\nI won't be back.  Hell, Chipotle prepares its food in-mass prior to serving, but at least it's kept warm/hot and served relatively fresh.  And, it costs about 2/3 as much.",0.0,0.9911255240440368
352956,"['place', 'brilliant', 'night', 'firstnni', 'couple', 'pitcher', 'fruit', 'one', '<product>', 'one', 'something', 'different', 'pitcher', 'people', 'enough', 'little', 'tipsy', 'nnprices', 'little', 'expensive', 'pitcher', 'u00a318', 'worth', 'around', 'u00a33', 'could', 'bubblegum', 'birthday', 'cake', 'shot', 'nnexpensive', 'enjoyable', 'im', 'sure', 'food', 'isnt', 'great', 'frozen', 'microwave', 'food', 'though', 'comment']","This place is brilliant.  For a night out definitely come here first.\n\nI tend to buy a couple of pitchers, highly recommend the fruit salad one and the Fab Ice Lolly one. Its just something totally different and a pitcher to 2 people is enough to get you a little tipsy. \n\nPrices are a little expensive as pitchers start at \u00a318 but definitely worth it.\n\nShots are around \u00a33 but who could say no to a bubblegum or birthday cake flavored shot!!! \n\nExpensive but enjoyable. I'm pretty sure their food isn't so great however. I vaguely remember inquiring and they told me it was frozen, microwave food. I have not tried it though so no comment as of yet.",1.0,0.9995669722557068
